"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","correctness","q1","q2","q3"
"21110508003137684",1,1,1,22474,128,216969,9,3,25,6,14,0,6,0,33,18,43,1,12,12,2,0,0,100,26,2,1,1,1,1
"21110508140564132",0,0,1,8649,140,292544,10,3,25,6,16,0,3,2,30,19,57,2,12,12,2,0,0,106,32,2,1,1,1,1
"21110508140779004",0,1,0,0,144,117630,8,4,22,6,13,2,0,0,34,23,63,0,9,10,2,0,2,109,33,2,1,1,1,1
"21110508213853776",0,0,1,26390,140,427470,11,4,23,6,13,4,6,3,25,18,60,1,11,9,2,0,4,105,33,2,1,1,1,1
"21110508262935520",1,1,1,12371,170,327070,11,4,25,7,14,15,3,2,30,18,77,2,6,14,2,2,13,116,51,3,1,1,1,1
"21110508292864252",0,0,1,17029,123,159648,9,3,23,6,14,0,6,0,35,18,42,1,9,9,2,0,0,96,25,2,1,1,1,1
"21110508295249856",0,0,1,13925,171,257320,11,4,26,7,15,2,6,3,33,22,80,1,11,10,2,0,2,130,39,2,1,1,1,1
"21110508385882170",0,0,1,14683,147,212100,10,4,23,6,12,10,5,2,27,18,64,0,8,9,3,2,8,112,33,2,1,1,1,1
"21110508424665924",0,0,1,0,166,152488,8,4,25,6,15,6,0,0,41,22,76,0,9,9,2,0,6,128,36,2,1,1,1,1
"21110508440505456",0,1,0,0,150,103566,7,3,22,6,13,0,0,0,36,29,63,0,9,10,2,0,0,113,28,9,1,1,1,1
"21110508443127276",0,0,1,28257,169,296920,11,4,23,6,14,4,4,1,27,21,80,1,8,20,2,4,0,113,53,3,1,1,1,1
"21110508460721748",1,1,1,20068,158,251228,11,4,25,6,15,3,5,5,33,19,69,1,9,11,2,0,3,114,41,3,1,1,1,1
"21110508482014720",0,0,0,0,189,237408,9,4,23,6,13,7,0,0,31,18,112,1,8,9,2,2,5,143,41,5,1,1,1,1
"21110508512753828",0,0,1,23633,152,185351,10,4,23,6,13,2,4,1,31,18,76,0,9,8,2,2,0,116,34,2,1,1,1,1
"21110509003408508",0,0,1,15395,138,190789,10,3,24,6,14,0,7,3,25,19,67,2,5,7,2,0,0,98,38,2,1,1,1,1
"21110509241636116",0,0,1,22208,156,270542,9,3,27,6,15,0,6,0,28,19,80,2,8,10,2,0,0,113,41,2,1,1,1,1
"21110509273919490",0,0,1,0,229,217961,9,4,23,6,14,4,0,0,28,19,156,2,8,9,2,2,2,185,35,9,1,1,1,1
"21110509321647510",1,0,1,9774,170,169756,10,4,23,6,15,3,9,0,46,21,57,1,12,18,2,0,3,133,34,3,1,1,1,1
"21110509340905450",0,0,0,13869,222,151134,9,3,24,7,15,0,7,1,57,22,91,0,12,28,3,0,0,179,35,8,0.666666666666667,0,1,1
"21110509381362016",0,0,1,18835,165,218934,11,4,23,6,14,6,4,3,38,18,66,2,9,15,3,3,3,125,35,5,0.666666666666667,1,1,0
"21110509392613560",0,0,1,16366,178,192193,11,4,25,6,15,2,6,3,35,21,88,1,9,9,3,0,2,129,43,6,0.666666666666667,0,1,1
"21110509443438350",0,0,1,0,200,122961,9,4,24,6,14,5,0,0,44,21,109,1,8,9,2,0,5,162,35,3,1,1,1,1
"21110509474705216",0,0,1,83094,347,550790,11,4,27,7,15,4,7,3,34,21,181,4,6,84,2,0,4,198,124,25,0.666666666666667,0,1,1
"21110509484659464",0,0,1,0,204,489996,9,4,25,7,15,9,0,0,33,18,104,4,6,27,2,0,9,155,46,3,0.666666666666667,0,1,1
"21110509510109772",0,0,1,8005,157,323632,10,3,28,7,16,0,4,3,34,20,66,2,9,15,3,0,0,120,35,2,1,1,1,1
"21110509520365430",0,0,1,12993,171,240616,10,4,22,7,13,5,5,2,31,23,80,0,5,16,3,2,3,117,52,2,1,1,1,1
"21110509543803170",0,0,1,5267,102,175497,9,3,20,6,9,0,2,1,32,9,41,0,6,8,2,0,0,71,27,4,1,1,1,1
"21110509564618256",0,0,1,40948,369,11614430,11,4,29,7,17,20,13,2,61,29,166,3,19,53,2,4,16,319,48,2,1,1,1,1
"21110509572652000",0,0,1,22276,164,242436,11,4,23,6,14,2,7,2,32,20,78,2,6,12,2,0,2,129,32,3,1,1,1,1
"21110509593545244",0,0,1,17511,146,198562,10,3,25,6,16,0,7,3,32,22,49,1,9,20,2,0,0,115,29,2,0.666666666666667,0,1,1
"21110510030234010",1,0,1,7373,115,209461,10,4,24,7,11,2,3,3,31,18,42,0,5,8,2,0,2,85,28,2,1,1,1,1
"21110510134156150",0,0,1,11104,186,517360,11,4,29,7,18,6,6,1,29,21,70,2,9,37,4,0,6,143,41,2,1,1,1,1
"21110510193898080",0,0,1,12634,147,361577,10,4,25,7,15,12,4,0,29,19,62,3,6,9,2,2,10,118,27,2,0.333333333333333,0,1,0
"21110510271677036",0,0,1,12531,190,184652,10,4,22,6,12,4,4,3,44,21,94,0,5,11,3,2,2,150,36,4,1,1,1,1
"21110510273159190",0,0,1,19081,208,242084,11,4,27,7,15,3,7,2,34,18,93,2,9,37,2,3,0,140,64,4,1,1,1,1
"21110510311129376",0,0,1,9744,128,169525,10,3,23,6,14,0,5,3,26,21,47,2,5,16,2,0,0,94,32,2,1,1,1,1
"21110510320115976",0,0,1,15123,167,361847,11,4,31,7,18,5,6,3,27,29,67,4,8,15,2,0,5,135,30,2,0.666666666666667,0,1,1
"21110510342006628",0,0,1,9665,192,187145,10,4,24,6,12,4,4,3,45,20,94,0,8,10,3,2,2,133,57,2,1,1,1,1
"21110510342237016",0,0,1,41938,130,750870,11,4,28,6,17,3,5,1,29,23,44,2,8,12,2,0,3,107,21,2,1,1,1,1
"21110510344410944",0,0,1,14037,165,302514,11,4,25,6,16,12,3,1,36,19,68,2,9,12,2,3,9,116,47,2,1,1,1,1
"21110510440290936",0,0,1,7764,110,179482,11,4,24,7,13,2,2,2,28,18,38,1,8,8,2,0,2,83,25,2,1,1,1,1
"21110510482485064",0,0,1,14585,153,190967,10,3,24,6,15,0,4,1,30,23,74,1,8,9,2,0,0,113,36,4,0.666666666666667,0,1,1
"21110510500575796",0,0,1,7163,139,158926,11,4,22,6,15,2,3,2,36,22,56,1,6,8,2,0,2,112,23,4,0.666666666666667,0,1,1
"21110510501446588",0,0,1,19663,134,225946,10,3,25,6,15,0,6,3,29,19,50,2,8,14,2,0,0,99,33,2,1,1,1,1
"21110510510500308",0,0,1,0,133,151669,8,4,23,6,12,2,0,0,39,18,52,0,6,13,2,0,2,104,21,8,0.333333333333333,0,1,0
"21110510514879468",0,0,1,7202,130,258505,10,4,24,6,15,6,4,0,31,21,45,1,9,10,2,2,4,100,28,2,1,1,1,1
"21110510540622360",1,0,1,43831,156,277470,10,4,24,6,14,2,5,0,31,19,77,1,8,10,2,0,2,125,28,3,1,1,1,1
"21110510551273692",1,0,1,4901,130,183181,11,5,24,6,14,6,1,2,35,18,45,1,9,10,2,3,3,99,29,2,1,1,1,1
"21110510554378440",0,0,1,0,217,163557,9,4,25,7,14,6,0,0,36,18,135,2,8,9,2,0,6,158,45,14,1,1,1,1
"21110510583825950",0,1,1,18805,206,333242,11,4,24,6,15,6,6,1,38,19,101,2,9,21,2,4,2,147,53,6,1,1,1,1
"21110511001025704",0,0,1,18463,192,440916,11,4,27,6,17,11,6,1,31,23,92,1,9,14,3,2,9,140,50,2,1,1,1,1
"21110511063744560",0,0,1,23053,200,992502,11,4,23,6,14,4,4,3,36,18,110,2,9,11,2,0,4,140,54,6,1,1,1,1
"21110511144894964",0,0,1,27133,134,228442,9,3,25,6,14,0,5,2,28,21,56,0,8,11,2,0,0,104,26,4,1,1,1,1
"21110511204629160",0,0,1,32249,185,391488,11,4,30,7,18,9,12,1,26,27,70,4,11,22,2,0,9,141,42,2,0.666666666666667,0,1,1
"21110511221746228",0,0,1,11799,189,241407,10,3,26,7,15,0,4,1,37,18,100,3,9,14,2,0,0,141,45,3,1,1,1,1
"21110511232170668",1,0,0,7382,133,319852,9,3,23,6,12,0,3,1,28,18,37,0,8,34,3,0,0,78,53,2,1,1,1,1
"21110511242285590",0,0,1,15767,158,270737,10,4,25,7,14,8,6,0,28,18,77,3,8,7,2,0,8,118,37,3,1,1,1,1
"21110511421838090",0,0,1,12784,164,213882,11,4,27,7,15,2,6,2,31,18,75,4,8,15,2,0,2,125,37,2,0.666666666666667,1,1,0
"21110511525888880",0,0,1,39366,167,350630,10,3,24,7,15,0,5,1,32,20,89,2,6,9,2,0,0,126,39,2,1,1,1,1
"21110512041343590",0,0,1,7114,186,169667,10,4,24,7,14,2,3,2,52,22,77,0,9,16,2,0,2,130,48,8,0.666666666666667,0,1,1
"21110512051852496",0,0,1,20325,153,155584,9,3,21,6,12,0,5,2,36,18,76,0,6,7,2,0,0,111,37,5,1,1,1,1
"21110512093561040",1,0,1,7620,128,118551,9,3,23,6,12,0,3,2,38,18,46,0,8,10,2,0,0,96,30,2,1,1,1,1
"21110512182640916",1,0,1,8490,212,224033,10,3,26,6,15,0,3,5,32,21,131,2,6,9,2,0,0,169,39,4,0.666666666666667,0,1,1
"21110512253869560",1,0,1,32587,192,448031,11,4,28,7,17,3,9,2,26,22,100,4,5,17,3,0,3,142,48,2,1,1,1,1
"21110512261255864",0,0,1,12902,158,592722,11,4,28,6,19,3,2,5,34,24,60,2,9,16,2,3,0,116,38,4,1,1,1,1
"21110512305895470",0,0,1,6190,191,285253,11,4,26,7,16,4,3,1,31,27,107,1,6,6,4,0,4,139,37,15,1,1,1,1
"21110512361334070",0,0,1,8946,165,390680,10,4,28,7,19,5,6,0,30,25,69,3,12,12,2,0,5,143,20,2,1,1,1,1
"21110512441051412",0,0,1,28502,145,190268,10,4,23,6,12,2,7,1,31,18,71,0,6,6,2,0,2,109,34,2,1,1,1,1
"21110512444276250",0,0,1,29806,178,443514,10,4,27,7,16,7,7,0,26,24,87,2,8,14,2,0,7,151,25,2,1,1,1,1
"21110512493092230",0,0,1,4683,190,234311,10,3,26,7,17,0,4,2,38,23,97,4,8,11,2,0,0,148,36,6,0.666666666666667,0,1,1
"21110512555226744",0,0,1,16464,134,247419,11,4,25,6,16,4,4,4,31,22,45,1,9,11,2,2,2,99,33,2,0.666666666666667,0,1,1
"21110512595251750",0,0,1,7390,139,201911,10,3,23,6,15,0,2,2,32,19,61,2,9,8,3,0,0,100,37,2,1,1,1,1
"21110513023311636",0,0,1,9016,154,151941,9,3,23,6,13,0,2,0,41,18,76,1,6,7,2,0,0,112,31,11,1,1,1,1
"21110513062528436",0,0,1,10012,165,144392,10,3,25,7,13,0,5,4,38,22,57,1,11,24,2,0,0,131,32,2,1,1,1,1
"21110513261398332",1,0,1,16549,182,609916,11,4,25,7,16,5,7,3,29,22,65,3,6,39,2,3,2,119,61,2,1,1,1,1
"21110513273319516",0,0,1,33833,133,286180,9,3,22,6,12,0,6,3,30,18,60,0,6,7,2,0,0,98,33,2,1,1,1,1
"21110513293540024",0,0,1,28980,171,345220,11,4,26,7,16,4,7,2,33,24,69,1,9,19,2,0,4,132,36,3,1,1,1,1
"21110513313831630",0,0,1,23894,125,279559,11,4,26,7,14,3,4,2,25,18,49,2,8,11,2,0,3,96,27,2,1,1,1,1
"21110513375925084",0,0,1,25957,167,251720,10,3,26,6,15,0,7,8,37,21,60,7,8,15,3,0,0,136,29,2,0.333333333333333,0,1,0
"21110513414306308",0,0,1,84835,183,862080,11,4,27,7,16,4,10,2,32,19,70,6,9,28,2,0,4,141,40,2,0.666666666666667,0,1,1
"21110513450767950",1,1,0,22737,149,320122,11,4,28,7,17,2,5,2,26,21,60,2,11,17,2,0,2,112,34,3,1,1,1,1
"21110513473483436",1,0,1,4270,134,237732,11,4,25,6,16,2,2,1,31,19,56,2,9,9,2,2,0,105,27,2,1,1,1,1
"21110513580609960",0,0,1,19133,141,269256,10,3,24,6,15,0,3,1,32,21,58,1,5,17,2,0,0,95,44,2,1,1,1,1
"21110514011759732",0,0,1,5266,141,168603,10,4,25,6,12,4,4,2,29,18,62,0,8,11,2,2,2,98,41,2,1,1,1,1
"21110514142436536",0,0,1,22798,141,445049,11,4,23,7,14,4,3,1,31,19,60,1,6,13,2,0,4,106,31,4,1,1,1,1
"21110514171439140",0,0,1,9718,131,204018,11,4,27,6,17,2,4,2,29,21,51,1,9,9,2,0,2,107,22,2,1,1,1,1
"21110514175549484",0,0,1,15360,138,210370,10,4,22,6,12,2,4,2,37,18,55,0,6,11,2,0,2,100,34,4,1,1,1,1
"21110514203639696",0,0,1,19631,173,180541,10,3,23,6,12,0,6,2,30,18,98,2,5,8,3,0,0,134,34,5,1,1,1,1
"21110514204953130",0,0,1,8999,128,222978,10,4,24,6,14,6,2,3,29,19,43,0,9,13,3,2,4,93,33,2,1,1,1,1
"21110514211164860",0,0,1,28102,125,193361,9,3,23,6,12,0,7,1,30,18,46,0,8,12,2,0,0,92,30,3,1,1,1,1
"21110514262578644",0,0,1,25243,179,365560,11,6,30,7,20,13,4,1,32,22,71,5,12,16,2,3,10,142,35,2,1,1,1,1
"21110514425096120",1,0,1,26358,129,243844,9,3,24,6,13,0,6,3,30,19,48,0,8,12,2,0,0,92,35,2,1,1,1,1
"21110514435734896",0,0,1,0,187,113985,7,3,23,7,14,0,0,0,37,21,107,0,9,10,2,0,0,141,36,10,1,1,1,1
"21110514505383916",0,0,1,7723,130,230942,9,3,22,6,11,0,5,1,27,18,57,0,5,13,3,0,0,94,32,4,0.666666666666667,0,1,1
"21110515155983624",0,0,1,30527,123,298371,9,3,22,6,13,0,7,1,29,18,48,0,9,8,2,0,0,89,32,2,1,1,1,1
"21110515173514972",0,0,1,9598,144,175685,10,3,27,6,17,0,6,1,30,20,62,2,9,11,2,0,0,111,30,3,1,1,1,1
"21110515271802376",0,0,1,19265,140,357280,10,3,26,7,16,0,6,3,27,25,55,2,8,11,2,0,0,105,33,2,0.333333333333333,0,1,0
"21110515432185096",1,0,1,8259,172,293108,10,3,26,7,15,0,6,3,33,19,82,2,9,15,2,0,0,119,51,2,0.333333333333333,1,0,0
"21110515481711212",0,1,1,0,280,474066,9,4,29,7,17,4,0,0,29,19,190,6,11,18,2,0,4,203,75,2,1,1,1,1
"21110515482477856",0,0,1,0,163,134481,9,4,23,6,13,2,0,0,52,18,69,1,6,12,2,0,2,118,43,2,1,1,1,1
"21110515510461884",0,0,1,11782,171,474517,11,4,29,7,17,11,3,3,25,24,82,2,8,10,2,2,9,137,32,2,1,1,1,1
"21110515520325984",0,0,1,7863,224,217835,10,4,23,6,14,10,3,1,54,24,104,0,10,14,3,2,8,171,45,8,0.666666666666667,1,1,0
"21110515525246336",0,0,1,7710,141,148049,9,3,22,6,12,0,4,1,39,18,59,0,8,9,2,0,0,107,31,3,0.666666666666667,0,1,1
"21110515554125930",0,0,1,15614,182,472866,10,3,27,7,17,0,7,1,32,21,87,1,9,21,2,0,0,142,38,2,1,1,1,1
"21110515592861212",0,0,1,10916,132,209580,10,4,22,6,12,2,6,3,30,18,48,0,11,11,2,0,2,103,27,2,1,1,1,1
"21110516003299892",0,0,1,41041,123,372093,9,3,23,6,14,0,6,3,30,20,47,0,6,8,2,0,0,93,28,2,1,1,1,1
"21110516130063030",1,0,1,13773,164,331083,10,4,26,6,15,4,3,1,31,20,85,0,9,8,2,2,2,118,44,2,1,1,1,1
"21110516140847828",1,0,1,16656,135,308937,11,4,22,6,13,2,6,1,31,18,42,1,6,25,2,0,2,91,42,2,0.666666666666667,1,1,0
"21110516272204920",0,0,1,34966,135,257911,9,3,24,6,14,0,5,2,31,21,51,0,9,13,2,0,0,100,32,3,1,1,1,1
"21110516404467484",0,0,1,40717,249,463037,11,4,26,7,16,3,8,2,33,18,69,4,9,100,2,3,0,114,133,2,1,1,1,1
"21110516415426580",0,0,1,7434,131,283991,10,3,25,6,14,0,1,1,34,18,55,1,9,9,2,0,0,99,30,2,1,1,1,1
"21110516532626412",0,0,1,0,183,424517,9,4,24,7,14,7,0,0,32,18,89,2,6,26,2,2,5,138,42,3,0.333333333333333,0,1,0
"21110516532898516",0,1,1,10068,119,272722,9,3,23,6,14,0,3,1,30,21,41,0,9,11,2,0,0,92,25,2,1,1,1,1
"21110516564428828",1,0,1,37709,176,324601,11,5,25,6,14,16,3,2,27,18,83,3,8,12,3,2,14,116,58,2,1,1,1,1
"21110517082828028",0,0,0,15182,121,372584,10,4,27,7,16,10,3,0,29,18,37,3,9,9,2,2,8,97,22,2,1,1,1,1
"21110517223089616",0,0,1,34949,154,210251,10,4,23,6,13,3,2,4,41,18,67,0,9,7,2,0,3,120,32,2,1,1,1,1
"21110517235139424",0,0,1,15751,178,149812,9,3,23,6,13,0,7,4,45,21,77,0,6,15,2,0,0,130,44,4,1,1,1,1
"21110517265365730",0,0,1,0,269,259820,9,6,29,7,16,12,0,0,41,20,164,3,8,17,3,6,6,182,56,31,0.666666666666667,1,1,0
"21110517275138956",1,1,0,11853,176,185695,10,3,26,7,15,0,9,2,30,29,75,1,8,19,2,0,0,118,47,11,1,1,1,1
"21110517325234596",0,0,1,26772,201,438627,11,4,29,7,18,5,6,2,29,26,99,4,8,17,4,0,5,157,42,2,1,1,1,1
"21110517460293504",0,0,1,19543,175,293767,10,5,24,6,13,5,9,1,37,18,76,0,12,14,2,4,1,132,41,2,1,1,1,1
"21110517540597820",0,0,1,0,161,108773,7,3,21,6,12,0,0,0,41,19,79,0,6,13,2,0,0,132,27,2,1,1,1,1
"21110518240356332",0,1,1,12109,134,344374,10,3,25,6,15,0,4,2,31,22,54,1,8,9,2,0,0,98,33,3,1,1,1,1
"21110518245693070",0,0,1,32727,171,335882,10,3,28,7,17,0,7,4,29,25,85,3,5,10,2,0,0,144,25,2,1,1,1,1
"21110518274073036",0,1,0,12934,149,3026207,10,4,22,6,13,2,1,2,35,18,68,0,9,11,2,0,2,104,43,2,1,1,1,1
"21110518370839956",0,0,1,27769,352,416087,10,3,28,7,18,0,6,1,51,25,236,4,9,16,3,0,0,267,81,4,0.333333333333333,1,0,0
"21110518400312560",0,0,1,0,165,285470,8,4,21,6,12,4,0,0,35,18,90,0,6,9,2,2,2,118,45,2,1,1,1,1
"21110519211291988",0,0,1,17209,145,380663,11,6,28,7,19,7,6,1,30,23,49,3,9,14,2,3,4,113,28,4,1,1,1,1
"21110519273951800",0,0,1,14288,131,227026,10,3,27,6,16,0,5,3,28,23,49,1,8,11,2,0,0,96,33,2,1,1,1,1
"21110519291272268",0,1,0,35320,190,675421,11,4,29,7,19,6,4,3,33,27,75,3,9,27,2,0,6,151,36,3,0.666666666666667,0,1,1
"21110519311722920",0,0,1,6483,173,171990,9,3,24,6,14,0,3,1,28,22,99,0,8,9,2,0,0,123,42,8,1,1,1,1
"21110519465082280",0,0,1,7879,148,180960,8,3,22,6,13,0,3,0,25,21,80,0,8,8,2,0,0,105,40,3,1,1,1,1
"21110519521612628",0,0,1,0,142,170431,9,4,23,7,13,4,0,0,34,18,65,1,7,10,2,0,4,106,33,3,1,1,1,1
"21110519591721416",0,0,1,19001,143,188981,11,4,26,6,15,2,6,1,30,20,57,1,11,12,2,2,0,107,34,2,1,1,1,1
"21110520040902004",0,0,1,10298,200,176652,9,3,21,6,13,0,3,2,39,22,115,0,6,8,4,0,0,142,54,4,1,1,1,1
"21110520095225996",1,0,1,48287,159,382275,11,4,26,7,15,6,7,1,27,22,74,1,8,10,2,2,4,120,35,4,1,1,1,1
"21110520103778970",0,1,1,0,257,231857,8,4,21,6,12,7,0,0,53,18,137,0,6,32,3,2,5,181,64,12,0.666666666666667,0,1,1
"21110520123204904",0,0,1,7039,158,371594,11,4,27,6,17,4,4,2,31,22,60,3,9,20,2,0,4,110,46,2,1,1,1,1
"21110520264196896",0,0,1,26064,104,274357,10,4,23,6,11,2,6,2,27,18,32,0,5,8,3,0,2,82,20,2,1,1,1,1
"21110520395669452",0,0,1,11616,152,242591,9,3,22,6,11,0,3,1,35,18,79,0,5,8,2,0,0,109,39,4,0.666666666666667,0,1,1
"21110521453391330",0,0,1,29490,144,319991,11,5,26,6,16,3,7,1,30,21,52,2,9,16,2,2,1,112,30,2,0.666666666666667,0,1,1
"21110521515438910",1,1,1,10389,230,188418,9,3,23,6,14,0,4,3,38,29,133,0,8,12,2,0,0,169,46,15,1,1,1,1
"21110522303454710",1,0,1,8297,157,199074,11,4,23,6,14,4,2,1,30,18,81,2,6,10,2,2,2,119,36,2,1,1,1,1
"21110522394493570",0,0,1,30823,173,245230,10,4,23,7,13,6,9,3,25,20,66,0,8,31,4,2,4,111,58,4,1,1,1,1
"21110600235045430",0,0,1,0,266,520647,9,6,26,7,16,16,0,0,33,20,113,3,9,64,7,11,5,160,104,2,0.333333333333333,0,1,0
"21110602425821464",0,0,0,4503,188,458853,10,3,28,7,17,0,3,3,30,19,109,3,9,9,2,0,0,135,51,2,1,1,1,1
"21110606223495348",0,1,1,13051,175,279937,10,4,23,6,13,2,5,3,32,18,96,0,9,7,2,0,2,112,61,2,1,1,1,1
"21110607373922956",1,0,1,9621,136,204250,10,4,24,6,13,2,3,2,31,18,57,0,9,11,2,0,2,99,34,3,1,1,1,1
"21110607511014840",0,0,1,12907,131,293834,9,3,22,6,12,0,5,2,28,19,54,0,5,15,2,0,0,88,40,3,1,1,1,1
"21110607545805450",0,0,1,0,185,156724,8,3,25,7,13,0,0,0,35,18,111,3,8,7,2,0,0,138,44,3,1,1,1,1
"21110608101765904",0,0,1,22440,150,358245,10,3,24,6,14,0,14,1,29,18,64,1,9,11,2,0,0,108,40,2,1,1,1,1
"21110608290153116",0,0,1,43305,208,2613042,11,4,27,7,16,4,8,1,51,29,86,1,10,14,3,0,4,165,41,2,1,1,1,1
"21110608383790692",0,0,1,17466,196,145133,10,3,25,6,15,0,5,1,44,20,103,1,8,11,2,0,0,151,43,2,1,1,1,1
"21110608432822944",0,0,1,14213,186,208996,11,5,24,6,15,21,5,4,29,21,72,1,18,12,2,2,19,147,37,2,1,1,1,1
"21110608471802830",0,1,0,17556,107,208044,9,3,24,6,14,0,5,0,33,18,31,1,9,7,2,0,0,82,22,3,1,1,1,1
"21110609051624864",0,0,1,21165,140,241818,10,3,26,7,15,0,5,2,30,20,57,3,8,11,3,0,0,103,34,3,0.666666666666667,0,1,1
"21110609165404972",0,0,1,21368,125,179403,8,3,23,6,12,0,4,0,31,18,54,0,8,7,2,0,0,92,30,3,1,1,1,1
"21110609513104664",1,0,1,9487,167,203109,11,4,25,6,17,4,4,1,30,21,86,2,9,7,2,2,2,107,58,2,1,1,1,1
"21110609584213464",0,0,1,28083,159,414721,11,4,22,6,13,4,7,4,36,18,62,1,6,18,2,2,2,113,44,2,0.666666666666667,0,1,1
"21110610100535820",0,0,1,5880,141,206045,11,4,24,6,15,4,4,2,31,19,59,1,9,9,2,2,2,100,38,3,1,1,1,1
"21110610351892480",1,0,1,19784,212,385852,10,4,27,7,16,5,2,0,36,19,113,5,9,20,2,5,0,170,40,2,1,1,1,1
"21110610395129910",0,0,1,46555,175,395941,11,4,26,7,15,8,8,4,29,20,71,1,8,23,2,4,4,114,59,2,1,1,1,1
"21110610444522304",0,0,1,17746,127,511874,11,4,27,7,15,4,7,1,25,18,46,3,8,12,2,2,2,91,34,2,0.666666666666667,0,1,1
"21110610494710656",0,0,1,9993,173,379168,11,4,26,7,16,13,3,3,31,19,63,7,9,22,2,2,11,127,44,2,1,1,1,1
"21110611132285840",0,0,1,14723,152,327603,11,4,28,7,16,5,6,1,27,22,67,2,8,11,2,2,3,116,33,3,1,1,1,1
"21110611233111560",0,0,1,28803,142,720039,10,3,25,6,14,0,3,3,25,20,76,1,5,6,2,0,0,100,40,2,1,1,1,1
"21110611253956572",0,0,1,17270,137,321861,10,3,23,7,14,0,3,3,30,21,49,1,6,21,2,0,0,95,40,2,0.666666666666667,0,1,1
"21110611452586644",0,0,1,80954,204,4163876,11,4,26,6,14,11,10,2,36,27,78,2,15,20,2,2,9,168,34,2,1,1,1,1
"21110611474798176",1,1,1,24234,121,198839,10,3,25,7,13,0,9,1,33,18,43,2,5,7,2,0,0,82,37,2,1,1,1,1
"21110611590247612",0,0,1,30201,165,380536,11,4,25,7,14,10,5,2,31,18,52,4,6,34,2,2,8,110,53,2,1,1,1,1
"21110612114988240",0,0,0,11815,153,23932470,10,4,24,6,16,6,3,1,31,21,62,0,12,14,2,0,6,118,33,2,0.666666666666667,0,1,1
"21110612384945910",0,0,1,14891,171,432836,10,4,26,7,15,7,6,0,27,23,75,3,5,22,2,0,7,132,37,2,1,1,1,1
"21110613022266428",0,0,1,20068,164,776733,10,3,28,6,17,0,4,3,30,24,79,1,9,10,3,0,0,130,32,2,1,1,1,1
"21110613204063468",0,0,1,0,145,255499,8,4,22,6,12,9,0,0,29,18,62,0,11,13,2,2,7,109,34,2,1,1,1,1
"21110613272600280",0,0,1,7913,198,218121,10,3,24,7,13,0,3,2,31,19,125,1,5,9,2,0,0,143,52,3,1,1,1,1
"21110613330837070",0,0,1,4995,222,123569,9,3,24,6,13,0,3,2,57,24,113,0,9,11,2,0,0,173,40,9,1,1,1,1
"21110613343825890",0,0,1,8824,183,181992,10,3,24,6,14,0,2,3,37,18,99,1,9,10,3,0,0,133,48,2,1,1,1,1
"21110613354925670",0,0,1,0,146,183935,8,4,24,7,12,9,0,0,31,18,62,0,8,14,3,2,7,116,26,4,1,1,1,1
"21110613422757228",0,0,1,2516,162,222792,9,3,24,6,15,0,2,0,33,19,86,1,9,9,2,0,0,122,38,2,1,1,1,1
"21110613590160572",0,0,1,9750,200,218956,10,3,27,6,17,0,5,4,38,20,94,2,9,25,2,0,0,149,49,2,1,1,1,1
"21110614024005220",0,0,1,21385,225,222525,11,5,29,7,18,5,4,10,52,18,93,7,9,13,13,2,3,173,40,12,1,1,1,1
"21110614140935784",0,0,1,10284,192,257793,10,3,28,7,17,0,4,2,29,21,100,5,8,20,2,0,0,153,36,3,0.666666666666667,0,1,1
"21110614193454212",1,1,1,20312,150,246114,11,4,31,7,19,3,5,3,27,21,56,4,11,17,2,3,0,116,32,2,1,1,1,1
"21110614372037110",0,0,1,9820,228,196796,9,3,25,6,15,0,4,2,43,24,131,0,9,12,2,0,0,174,44,10,0.666666666666667,0,1,1
"21110614381966148",1,0,1,10516,136,251044,10,3,27,6,16,0,5,2,26,22,58,2,8,10,2,0,0,104,30,2,1,1,1,1
"21110614455617824",0,0,1,12434,123,245746,10,4,23,6,12,2,3,4,26,18,51,0,8,8,2,0,2,91,29,3,0.666666666666667,0,1,1
"21110615391635144",0,0,1,0,289,258079,9,4,25,7,14,23,0,0,33,18,179,1,9,23,2,2,21,225,61,3,0.666666666666667,1,1,0
"21110615530192560",0,0,1,0,176,133492,7,3,23,6,13,0,0,0,42,18,88,0,9,16,2,0,0,128,44,4,0.666666666666667,1,1,0
"21110615533701930",0,0,1,19461,111,241227,10,4,25,6,13,2,5,1,26,19,36,0,8,11,2,0,2,86,23,2,1,1,1,1
"21110616040319440",0,0,1,0,153,320155,9,4,24,6,15,10,0,0,34,19,61,1,9,16,2,8,2,120,31,2,1,1,1,1
"21110616205951210",0,0,1,19723,234,396052,10,3,30,7,20,0,3,4,31,26,148,4,6,9,2,0,0,177,55,2,1,1,1,1
"21110616460453136",0,0,1,22140,183,343184,10,3,30,7,18,0,6,4,36,22,77,2,9,24,2,0,0,133,47,3,1,1,1,1
"21110616591890132",0,0,0,41819,123,324475,10,5,24,6,14,3,7,3,32,21,37,0,6,11,2,2,1,90,30,3,1,1,1,1
